569,225,569,212
473,325.066,457,324.664
75.9999,335,76.0001,349
1.995,372,2.205,357
309.764,292,310.055,360
636,395.909,612,397.111
601,396.761,474,403.313
422,404.653,396,405.941
173,411.849,150,412.061
107,412.838,59,413.315
139,411.742,121,413.048
227,430.642,196,432.186
49,436.156,6,435.951
399,2.11039,384,2.02975
217.994,68,219.453,24
13.122,37,14.278,28
134,55,123,55
601.839,65,601.006,53
218.548,127,219.083,90
203,111,203,92
513.463,118,512.956,107
69,186,59,186
329,204.623,319,214.295
580,202.461,568,206.924
216.84,248,215.798,212
461,240.622,452,243.978
340.107,263,339.6,234
425,279.761,386,279.789
71.8129,326,72.7326,316
273,402.566,255,403.183
16,413.899,0,413.953
565,459.568,509,464.017
21.524,84,22.476,76
171.073,172,173.28,82
510,143,510,133
506,210.125,495,215.139
114.416,246,113.601,183
458.332,325,457.884,315
122,320,122,334
458,346,458,333
73,383.708,61,384.854
287,394.937,267,396.032
628,402.827,606,404.14
638,402.887,618,403.271
637,400.23,373,411.543
43,419,1,419
185,432,172,432
618,36.0118,603,34.7825
311,272,311,260
540,286.156,533,292.193
518,436,509,436
