378,74.0387,331,87.7419
211.951,261,216.461,165
105,152.868,42,171.686
261.582,255,263.386,179
39,201.338,29,203.906
558.279,225,554.862,170
67.9857,252,70.1566,222
362,246.671,333,250.258
35,254.713,23,257.441
563.313,315,559.793,249
599.022,309,597.256,276
618.589,320,616.13,285
15.9167,359,16.7408,347
208.053,373,209.251,351
411.161,403,413.302,375
309,425.269,280,422.996
328,426,320,426
544,434.252,535,434.505
380,35.1246,357,42.6198
346,46.0128,326,52.7373
300,61.0165,292,63.7858
156.362,59,150.86,131
227.347,117,224.539,175
379,173.852,366,176.291
71,185.129,50,190.345
91,188.058,79,191.172
609.24,260,606.674,225
616.857,262,612.762,212
394.066,243,392.672,175
377,244.804,366,246.196
80,306.714,70,307.84
31.7392,281,28.2945,314
289.739,302,288.242,332
482,382,482,369
274,395.861,221,394.481
179,410.398,99,412.353
485,439.585,468,438.375
25,445,18,445
509,451.365,488,453.908
478,454.801,453,457.085
377.724,43,378.122,55
380.969,139,379.677,43
392.693,134,391.72,58
321.798,148,322.51,54
378,156.469,326,167.166
576,180,571,175
319.748,288,321.434,153
331.05,252,332.321,183
538.693,397,526.147,133
305.427,255,304.822,267
423,259.332,396,262.056
615.835,246,617.11,269
591.433,309,588.892,272
595.347,321,594.853,312
472.724,384,473.089,373
408.725,399,410.346,372
30,457.172,3,455.681
439,44.4377,423,29.3596
317,77.2376,281,88.2006
149.889,148,152.372,114
392.924,136,391.575,75
118,142.119,107,144.714
77,142.049,59,147.951
419,147.672,398,151.993
91,182.647,76,185.893
39,193.719,29,196.099
22,198.111,6,202.085
420.769,242,419.447,165
539.855,282,537.343,235
567.166,297,564.672,254
35.7483,317,41.1386,274
65.8373,306,67.9779,280
11,312.541,2,313.367
26,314.676,1,316.15
486.406,328,486.262,312
429.122,145,426.212,32
149.946,146,150.847,134
419.115,133,418.742,146
393,166,393,137
319,168.692,299,172.758
73,171.354,43,178.535
293,173.988,269,179.049
376,174.398,331,183.172
2.89926,204,4.05859,193
203.415,207,199.743,277
507.837,286,500.241,117
379,241,379,179
42.846,250,44.117,238
315,252.087,307,253.26
379,263.762,364,265.488
345,301.01,297,304.16
90.693,349,92.9101,319
285.984,359,286.64,304
115.356,354,110.812,348
496.173,421,495.004,400
142,414,97,414
577,440.272,519,449.985
416.808,63,417.059,49
154.579,91,155.966,51
419,62.3657,395,69.0958
125,83,125,71
265.775,105,266.619,79
416,148.025,386,155.063
393.13,171,392.954,147
136.758,169,135.742,176
73,176.709,51,182.425
93,173.927,80,177.073
305,187.938,276,193.77
42.7492,248,44.4568,235
394,281,394,248
318,270.342,307,271.158
579.776,300,577.461,261
93.402,313,98.1604,253
412.286,359,411.316,290
242,372.183,233,371.641
342,390.754,333,392.995
183,395.603,157,396.397
289,460.348,127,459.057
435.247,54,434.143,44
332.443,150,333.275,75
492.319,101,471.075,74
144.689,220,148.974,161
409,168.08,396,170.715
41,179.733,8,190.056
317,185.772,309,187.117
484.08,259,482.281,198
305.797,251,306.45,191
604.482,236,602.657,208
594.868,249,591.509,197
544.375,300,540.018,213
420.847,244,420.318,215
365.139,247,364.955,212
91,248.751,45,256.857
275.377,270,278.172,175
258.084,320,262.655,232
421,295.606,381,298.115
91.8222,302,92.6778,293
317.033,331,317.119,300
32,337.918,1,339.801
100.705,354,101.778,343
425,364.545,417,371.283
425,364.844,414,372.041
91,456.93,77,456.348
116,457.584,104,456.702
439,44.4479,420,26.5232
432.303,43,421.312,32
331.31,54,329.826,148
278,76.6826,231,93.0195
184.555,125,186.245,106
419,132.869,397,137.822
149,132.626,106,145.507
535.819,203,533.18,159
423,165.933,397,170.11
357,178.54,324,183.509
545.02,214,541.848,164
245,199.684,225,203.459
210.466,245,212.105,206
606.089,220,605.724,209
575.814,235,573.118,195
144.111,222,146.555,201
511.385,286,509.562,227
71.8338,244,71.7505,222
212.143,208,210.024,247
376,247.088,366,248.27
630.716,262,629.118,247
304,271.659,277,274.505
209.437,312,211.515,266
637.112,300,638.058,274
92.6827,288,94.2703,273
577.462,301,573.079,233
587.481,313,579.614,190
559,315.682,551,315.806
407,330.689,379,331.932
71,335.61,36,337.806
313,334.717,277,336.082
406.166,370,399.792,363
116.038,374,121.932,367
494.989,396,494.72,389
513,478.614,325,461.146
416.818,58,418.729,129
360,64.0768,333,72.7283
436.652,104,434.652,74
216.662,161,219.904,92
261,107.776,229,117.04
376,140.399,366,142.692
365,154,365,147
419,149,419,162
320.776,172,321.943,150
147,151.545,129,156.455
612.013,230,609.737,237
34.1032,258,37.0194,229
636.108,263,634.135,236
220.592,264,223.185,206
595.391,204,599.723,268
378,264.031,333,268.637
636.884,300,631.164,231
125,284.993,94,289.283
345.085,331,344.784,300
277.61,331,279.223,302
104.209,334,107.172,295
314.122,361,315.306,334
407,346.353,401,351.62
345,352,345,337
473.302,368,471.598,389
417,47.5179,395,53.8605
378,58.9338,365,62.8948
390.185,58,389.547,69
464.957,183,461.074,70
304,95.028,281,101.889
278.267,171,280.211,101
418.789,122,418.565,146
391.091,142,390.704,152
147,157.405,108,168.196
379,175,379,193
553.255,191,551.316,164
191.585,191,194.775,130
42,184.674,32,187.994
562.977,230,560.599,185
469.101,312,465.458,189
621.155,272,616.931,215
595.2,249,594.266,236
318,244,318,207
421,255,421,245
379,247.373,366,245.708
560.115,313,553.217,195
31,258.947,22,260.679
290,257.899,265,260.059
18,261.189,2,263.971
601.177,284,599.181,261
553.224,292,552.235,272
141.004,274,139.427,293
315.062,330,314.75,297
273,317.717,255,318.846
315.076,333,314.571,297
43,337.275,18,339.091
406,393.687,346,392.776
494.683,397,496.018,421
557,479.431,384,463.202
175,478.337,136,470.586
170,479.701,124,470.59
364.745,142,363.792,43
378,58,378,70
378,138,378,73
494.303,178,491.916,123
247.652,169,250.693,89
376,140.586,332,150.183
317,155.329,306,157.761
378.784,172,379.079,157
303,158.377,288,161.865
103.766,188,105.21,171
478.557,261,476.071,193
99,220,99,213
96.7197,245,98.0037,225
98.9349,243,100.398,231
360,239.989,336,243.185
559.751,251,557.335,212
362,249.082,350,250.251
358,249.636,333,252.319
615.895,283,617.377,266
1.88154,310,3.18107,286
548.269,313,546.81,270
151.12,355,153.965,305
77.7491,359,78.9446,350
344.775,362,345.144,345
262.038,374,257.039,362
116,384.374,110,379.76
416.853,46,416.778,35
333.225,86,332.913,62
390.367,136,389.837,72
318,65.1334,278,77.4485
331.281,68,330.641,86
130.138,116,132.17,93
304,95.1107,273,104.383
183.974,180,188.292,106
488.291,173,485.665,118
506.682,188,505.75,147
391,157,391,170
431.687,243,429.486,154
319,168.724,271,178.615
258,181.392,250,183.007
247,197,247,186
595.085,201,598.7,252
139,217.128,116,221.508
317,242.768,280,247.605
455,252.748,449,249.001
109.487,266,110.983,250
107.778,287,109.917,264
365,288,365,251
178.09,287,180.195,250
154,296.881,143,298.559
377.417,331,376.841,293
588.361,339,585.76,279
78,345.882,43,346.022
252.996,349,254.149,340
275,354,275,338
523.628,405,521.796,362
72,423.21,25,418.919
377.983,48,377.803,59
147,74,147,63
377.901,66,377.989,87
132.908,79,133.708,67
431.246,146,429.758,73
320,91,320,130
249,98.0717,228,104.383
118,126.413,97,131.882
205.888,166,207.388,126
100,147.686,31,168.647
331.81,178,332.666,127
363.058,174,362.571,148
243,170.042,225,173.731
433.32,226,431.966,171
204.513,187,204.783,126
361.782,237,362.683,178
304.767,187,303.713,211
552.32,175,552.972,196
99.7163,209,98.753,220
88.9279,221,89.3668,214
454.255,253,451.745,182
619.935,225,622.106,252
442,247.034,430,242.075
106.84,265,108.001,252
318,267,318,256
420,257.381,396,259.973
155.656,286,157.622,240
498.343,269,496.16,213
444,287,444,266
242.649,309,243.158,279
320,293.026,305,291.56
375,298.82,350,300.257
373,332.089,348,333.251
343,333.733,313,334.448
295,335.181,252,336.844
378,374,378,335
247,380.235,236,379.265
414,35.0298,393,41.6897
361,51.4643,335,59.8985
170,81.7498,155,74.2095
191.637,191,195.455,116
441.059,171,440.94,144
58,160.39,3,177.458
392,169.213,385,170.642
266,192,266,182
224.623,122,221.989,202
318.887,203,318.912,185
257,197.379,248,199.114
571.753,211,569.517,178
243.727,275,246.259,202
201,208.045,189,210.752
182.024,211,183.151,200
187.495,264,191.222,196
544.289,240,544.519,219
378,237.714,367,238.952
18,237.351,1,240.269
257,262,249,262
485.125,276,484.541,264
274,275,267,275
274,274.839,265,276.062
217.089,351,218.504,317
342.579,390,343.171,383
400,402,387,402
638,421.196,587,432.134
80,450.166,38,445.935
419,479.629,277,462.734
195,467.937,98,465.518
429.145,68,428.94,44
169,62.0625,159,56.6647
461.564,175,457.481,67
144.145,74,144.749,64
307.667,119,308.718,78
330.8,123,331.098,89
269,101,269,94
264.118,85,261.707,163
436.385,141,435.824,107
475.533,165,472.256,104
207,111.034,200,112.919
427.52,281,422.057,22
207,110.954,195,114.572
419,145.403,386,152.429
138,136.123,81,153.224
518.755,165,517.874,149
486.836,213,482.742,149
275,208,275,195
80,201.401,1,220.108
438.985,240,437.956,196
444.188,262,441.611,233
430.757,325,432.056,262
211.551,269,212.432,246
444.311,386,440.959,266
610,267,610,280
392,282,392,246
218.715,311,220.218,267
570.601,302,571.477,311
578.058,323,577.849,306
279.199,302,277.452,334
528.24,415,525.45,365
542,429.961,525,426.085
88,465.008,81,463.742
167,77.1822,160,73.8178
361.947,67,362.106,145
362,78.9273,327,88.6848
278,98,278,91
279.78,94,280.735,87
158.59,313,174.971,58
141.29,114,142.018,100
192.238,176,196.275,103
217.94,189,221.298,121
107,138.891,6,170.74
181.726,183,184.707,125
319.989,124,318.625,153
438.144,170,437.952,154
164,162.584,151,157.559
245.755,166,247.154,130
515.395,205,513.648,163
131,224.387,115,227.26
529.903,279,527.151,225
111.069,248,112.145,231
587.278,243,586.122,234
629.914,251,627.969,233
378.742,262,379.115,249
210,262,210,254
373,262.842,332,266.408
131,264.803,108,267.804
208,265.507,187,267.977
262.825,275,263.293,263
498.715,301,496.954,222
212.339,309,214.157,270
378,287.496,352,287.744
328.946,253,329.051,290
460.331,397,458.588,296
197.999,310,199.256,286
61.8843,334,63.2651,316
531.823,400,529.62,332
428.462,396,426.826,285
329,471.252,295,468.002
325,137,325,63
221.822,117,222.069,98
492.182,113,484.251,102
248.141,102,246.954,125
263,108,263,134
208,122,208,114
214.423,159,216.121,125
526.918,215,521.049,123
267.559,163,269.108,110
516.258,165,514.85,147
100,143.478,30,165.701
277.988,107,276.109,171
319,166.385,308,168.563
391.217,240,390.895,173
98,150.691,1,180.383
223.288,202,227.131,120
324,181,324,171
464.791,291,461.192,171
507.359,203,506.951,190
89,192.098,78,194.59
218,202,218,192
477.86,195,478.439,186
98,197.138,85,200.306
85,200.052,3,219.465
328.813,250,330.252,186
443.02,223,441.622,177
89,206.176,61,212.271
214.632,263,217.192,207
43,218.898,25,222.831
143,221.562,136,223.938
159,225.868,147,222.419
568.276,233,567.911,222
242.023,263,244.203,201
134,242.647,100,248.049
434,281,434,263
456,269.185,449,266.315
197.675,279,201.267,207
208,282,201,282
528.116,248,530.084,282
574.094,299,571.473,233
124.966,331,126.045,314
10,330,1,330
431.765,415,430.551,399
389.461,53,388.817,44
416,45.3626,394,51.9577
217.219,100,217.832,150
363,157.015,333,163.596
213.791,163,214.575,156
474,168.182,466,162.626
27,166.519,7,172.955
323.876,213,324.062,186
187.489,264,191.901,186
174.083,271,183.871,100
181.403,198,179.96,206
323.113,254,322.948,216
179.886,250,181.493,227
384,281,384,248
264.634,257,266.279,200
454.533,270,456.092,255
96.0601,254,94.8828,261
191.007,201,186.624,281
67,263.684,37,268.22
90.4208,288,89.8292,281
174.328,320,176.271,273
61,292.227,49,291.619
176.751,312,177.636,295
188.376,286,187.319,314
156.062,363,160.62,283
92,324.683,64,326.473
28,335,28,328
124.581,335,125.078,325
317.924,353,317.588,335
72,341.415,2,344.65
582.058,340,579.617,347
635.117,363,633.915,353
616,405.624,580,409.716
538,413.06,530,414.273
362,60,362,53
142.981,100,146.071,85
144,108,144,100
440.618,141,441.114,119
451.246,147,450.403,129
453,152,453,132
330,162,330,154
46,154.827,31,159.796
29,160.311,2,168.96
303,169.696,283,173.957
44,158.819,1,172.24
475.704,195,476.129,184
501.476,209,499.528,196
222.815,261,225.309,207
25,220.703,1,225.89
570.282,232,568.543,201
567.081,254,565.736,223
384,242,384,161
362,261,362,250
440.19,260,439.182,246
86,260.845,74,262.62
178.493,290,177.068,255
95.1612,265,92.517,288
242.837,244,241.712,273
456,269.015,446,265.531
108.167,287,106.936,271
302.814,292,303.086,273
570.759,281,571.983,255
384,284,384,251
391,284.772,384,285.949
409,333.29,384,334.249
478.905,364,477.728,342
381.005,388,379.979,337
564,409.546,550,412.879
541,412.804,530,414.196
72,422.859,25,418.892
404,31.7281,351,48.1926
361,61.6383,334,69.8018
320,75,320,66
171,78.6616,160,74.005
225.099,115,226.194,91
261.91,145,263.345,111
492.939,182,494.842,142
224.439,202,227.321,120
330.089,178,329.724,167
260.724,194,261.122,182
551.37,196,552.192,175
180.814,197,182.421,167
178.091,245,180.056,211
21,223.773,1,228.272
115.781,245,117.204,234
19,239.304,0,243.011
379,283,379,268
497.349,222,499.345,299
173.684,282,179.455,172
216.503,311,220.937,206
144.104,285,144.496,276
208.242,284,207.895,294
362.246,286,361.959,271
526.711,287,522.812,257
505,295,505,305
380,328,380,303
347.973,365,348.023,336
277.607,358,278.17,341
425.286,349,424.092,294
638,405,626,405
637,418.638,578,431.478
277,454.853,222,455.925
385,478.295,348,473.992
374,62.6332,367,65.0934
450.182,118,448.514,74
362,76.8848,337,83.0864
157.047,91,155.617,59
303,83.8664,283,90.0809
383,134,383,45
94,139.272,85,142.301
28,169.555,1,177.894
194.174,104,189.242,192
275.952,233,274.672,215
181.579,224,182.171,217
456,251,456,232
322.11,288,323.508,253
30,269.032,1,273.555
28.4918,312,33.0245,274
274.791,335,277.038,277
241.383,309,241.068,270
511,304,511,291
531.11,316,530.503,286
111.969,335,113.131,316
540.197,376,539.534,352
583.693,404,581.798,391
427.44,415,428.102,407
564,409.77,542,413.54
175,455.105,118,453.421
344,473.59,295,467.925
363,475.811,343,473.479
413,51.0481,405,53.2239
305.742,125,309.103,78
336,126,336,105
384,157,384,166
192.012,191,196.041,103
319,181,319,174
182.862,194,184.22,184
80,202.647,48,211.741
275,195,275,211
500,230,500,220
66,238.559,57,236.241
185.459,311,191.441,201
274,273,266,273
185.435,311,190.967,201
221.172,307,219.807,267
171.981,316,173.2,296
199.905,311,198.68,288
241.699,270,240.028,310
422.677,349,424.485,289
425.813,397,424.599,353
548,383,548,371
637.146,401,636.877,392
421,89,421,67
396.278,133,394.904,91
305,92.5196,282,99.2116
452,120,452,99
247.126,112,247.088,146
82,143.212,70,147.384
275.406,192,276.231,182
91,207.998,75,211.704
273.878,246,274.279,228
185.871,311,185.002,263
34,270.742,1,275.823
324,297,317,297
437.323,330,435.788,291
287,312,287,300
202,318,189,318
211,348,199,348
471.105,389,469.708,369
49.9061,372,44.7297,385
634,394,634,382
423.217,184,422.105,155
84,263.304,70,265.363
67,265.915,39,270.189
79,295.314,71,294.83
183.037,313,185.368,263
375,391,375,334
435.61,400,434.479,332
548.156,373,546.398,343
35.3721,348,31.9863,386
