319,301.673,290,299.038
481,320.096,460,321.115
173.85,204,174.519,193
273,227.25,265,228.278
240,290.724,189,292.108
527.883,335,529.228,327
626.309,263,627.99,250
375.071,287,375.951,279
577,291.665,539,291.066
577,321.171,570,320.579
596,326.088,585,326.88
422,463.476,402,452.02
315,181,315,168
638,265.128,631,269.303
149.742,280,150.758,273
569,295.194,562,294.134
319,304.107,290,301.228
489,301.751,481,303.235
47,345.254,32,342.354
616.111,87,617.167,109
315,174,315,185
544,236.983,537,242.221
380.381,285,379.842,277
485,294.323,460,292.892
527,329.129,520,331.121
120.315,25,114.16,14
11.8314,42,10.8975,52
86.0001,104,85.9999,92
537,110.793,530,113.481
312,217.7,301,218.122
144,275.154,139,280.077
477,311.915,466,313.237
610,450.899,571,439.744
424,184,416,184
61.5428,255,62.1666,234
244,251.313,215,253.931
359,289.509,347,287.625
622,293.939,613,288.12
182,294.33,150,292.042
131,299.103,120,298.157
32.3169,76,30.7418,91
541.14,165,536.576,159
383,195,383,176
63.7297,252,64.8367,235
208,313.404,189,313.014
381,447.599,353,441.262
314,148.727,246,138.91
10,195.322,0,192.802
245,198.957,210,206.171
244,207.372,210,213.066
314,235,314,225
316,262,309,262
240,288.652,230,288.62
527.68,307,530.616,293
205,303,195,303
309,426.77,297,422.923
24.6008,117,26.7992,107
545,136.835,539,133.004
246,149.05,166,173.479
169.996,159,169.657,134
242,157.543,210,166.987
27,52,19,52
547.384,117,544.598,104
496,130.429,490,125.653
335.491,195,336.507,167
280.048,168,279.845,187
315,193.288,275,189.906
384,196.776,338,192.74
378,199.339,335,195.603
243.868,237,244.096,208
382.603,238,383.164,221
432,265.681,421,266.701
188,288.147,175,288.982
103,345.349,95,341.123
142,376.278,93,379.151
44,382.471,2,385.172
638,450.161,627,444.958
341,152.256,320,149.321
280,187,280,164
367,237,367,224
389,269.943,369,270.177
358.289,299,359.306,291
327,419.188,315,414.351
432,423.616,392,412.532
636,64.0069,624,68.2244
281.793,187,282.207,165
612.693,209,614.057,191
148.322,267,149.192,257
322.967,258,323.026,204
391.302,249,390.773,216
384,243.842,332,242.64
201,258.957,177,260.348
624.871,325,625.283,316
483,348.666,436,353.177
426,353.259,410,354.761
635,350.608,2,405.044
135,396.55,1,407.115
504.44,163,504.02,170
390.067,203,389.993,165
538.587,242,540.221,235
316,241.333,293,239.972
638,352.986,146,395.662
222,467.767,166,439.33
165,155.944,144,153.209
208.834,202,209.443,167
383,200.129,335,195.293
203.755,208,204.04,170
202,214.961,176,218.224
331.87,246,332.061,215
350,235,350,222
160,311.689,149,309.478
482,314,474,314
426,426.497,410,425.912
221,441.404,207,439.8
350.21,194,349.904,174
372,191,372,177
245,199.027,209,206.341
390.594,206,389.688,165
17,207.508,5,207.107
208.759,222,209.641,213
277,231.179,267,230.848
210.177,285,208.276,232
267,360.938,251,360.801
79,371.692,12,375.9
617,442.249,563,433.891
612,78.7495,515,46.5162
129,152.152,117,151.199
383,157.381,348,151.332
445,171.706,391,164.042
345,202.929,324,201.721
482,345.72,448,348.578
627,426.889,585,416.787
316,146.712,280,141.391
413,240,413,225
325,309.674,287,305.389
624,334.503,580,335.852
366,346.316,343,348.273
517,356.275,471,360.003
326,358.692,251,361.259
154,364.078,30,371.762
575,242.52,565,244.316
579,339.899,554,341.268
129,453.667,103,451.198
